"gov","minoria","pmdb","psd","psdb","pt","TIPO","pps","pr","prp","resultado"
"Não","Sim","Não","Liberado","Sim","Sim","PEC","Não","Não","Não",187.898356450723
"Sim","Não","Não","Liberado","Sim","Sim","PEC","Não","Não","Não",162.496795169493
"Não","Não","Não","Liberado","Sim","Sim","PEC","Não","Não","Não",157.348393963769
"Sim","Liberado","Não","Liberado","Sim","Sim","PEC","Não","Não","Não",175.971641452621
"Não","Liberado","Não","Liberado","Sim","Sim","PEC","Não","Não","Não",171.746241122842
"Sim","Sim","Liberado","Liberado","Sim","Sim","PEC","Não","Não","Não",222.948173631553
"Não","Sim","Liberado","Liberado","Sim","Sim","PEC","Não","Não","Não",216.94064134126
"Sim","Não","Liberado","Liberado","Sim","Sim","PEC","Não","Não","Não",189.937406886037
"Não","Não","Liberado","Liberado","Sim","Sim","PEC","Não","Não","Não",188.61702605424
"Sim","Liberado","Liberado","Liberado","Sim","Sim","PEC","Não","Não","Não",200.973026185039
"Não","Liberado","Liberado","Liberado","Sim","Sim","PEC","Não","Não","Não",202.207081189628
"Sim","Sim","Sim","Sim","Não","Sim","PEC","Não","Não","Não",255.657322322856
"Não","Sim","Sim","Sim","Não","Sim","PEC","Não","Não","Não",244.107397052552
"Sim","Não","Sim","Sim","Não","Sim","PEC","Não","Não","Não",212.886055900913
"Não","Não","Sim","Sim","Não","Sim","PEC","Não","Não","Não",208.312930542584
"Sim","Liberado","Sim","Sim","Não","Sim","PEC","Não","Não","Não",219.244186655945
"Não","Liberado","Sim","Sim","Não","Sim","PEC","Não","Não","Não",216.673375038713
"Sim","Sim","Não","Sim","Não","Sim","PEC","Não","Não","Não",193.531062938284
"Não","Sim","Não","Sim","Não","Sim","PEC","Não","Não","Não",179.359859424731
"Sim","Não","Não","Sim","Não","Sim","PEC","Não","Não","Não",160.649282688048
"Não","Não","Não","Sim","Não","Sim","PEC","Não","Não","Não",147.171871792719
"Sim","Liberado","Não","Sim","Não","Sim","PEC","Não","Não","Não",172.393648357964
"Não","Liberado","Não","Sim","Não","Sim","PEC","Não","Não","Não",158.570667126457
"Sim","Sim","Liberado","Sim","Não","Sim","PEC","Não","Não","Não",223.610478433239
"Não","Sim","Liberado","Sim","Não","Sim","PEC","Não","Não","Não",212.208175096557
"Sim","Não","Liberado","Sim","Não","Sim","PEC","Não","Não","Não",187.95776560667
"Não","Não","Liberado","Sim","Não","Sim","PEC","Não","Não","Não",180.790897625802
"Sim","Liberado","Liberado","Sim","Não","Sim","PEC","Não","Não","Não",197.793276365264
"Não","Liberado","Liberado","Sim","Não","Sim","PEC","Não","Não","Não",191.866720794208
"Sim","Sim","Sim","Não","Não","Sim","PEC","Não","Não","Não",216.212605612198
"Não","Sim","Sim","Não","Não","Sim","PEC","Não","Não","Não",196.971272199628
"Sim","Não","Sim","Não","Não","Sim","PEC","Não","Não","Não",177.920776702965
"Não","Não","Sim","Não","Não","Sim","PEC","Não","Não","Não",165.189145695723
"Sim","Liberado","Sim","Não","Não","Sim","PEC","Não","Não","Não",186.68740743564
"Não","Liberado","Sim","Não","Não","Sim","PEC","Não","Não","Não",174.404992716949
"Sim","Sim","Não","Não","Não","Sim","PEC","Não","Não","Não",144.687161957378
"Não","Sim","Não","Não","Não","Sim","PEC","Não","Não","Não",122.006058553464
"Sim","Não","Não","Não","Não","Sim","PEC","Não","Não","Não",112.027056120024
"Não","Não","Não","Não","Não","Sim","PEC","Não","Não","Não",89.8512082601044
"Sim","Liberado","Não","Não","Não","Sim","PEC","Não","Não","Não",125.691766414141
"Não","Liberado","Não","Não","Não","Sim","PEC","Não","Não","Não",101.082774966028
"Sim","Sim","Liberado","Não","Não","Sim","PEC","Não","Não","Não",179.901585060209
"Não","Sim","Liberado","Não","Não","Sim","PEC","Não","Não","Não",161.975601461445
"Sim","Não","Liberado","Não","Não","Sim","PEC","Não","Não","Não",146.542583808589
"Não","Não","Liberado","Não","Não","Sim","PEC","Não","Não","Não",132.347133858463
"Sim","Liberado","Liberado","Não","Não","Sim","PEC","Não","Não","Não",158.134169148002
"Não","Liberado","Liberado","Não","Não","Sim","PEC","Não","Não","Não",143.97489774961
"Sim","Sim","Sim","Liberado","Não","Sim","PEC","Não","Não","Não",232.155906513335
"Não","Sim","Sim","Liberado","Não","Sim","PEC","Não","Não","Não",220.088179703755
"Sim","Não","Sim","Liberado","Não","Sim","PEC","Não","Não","Não",193.986232574315
"Não","Não","Sim","Liberado","Não","Sim","PEC","Não","Não","Não",188.9493030907
"Sim","Liberado","Sim","Liberado","Não","Sim","PEC","Não","Não","Não",202.002717153145
"Não","Liberado","Sim","Liberado","Não","Sim","PEC","Não","Não","Não",198.215221540497
"Sim","Sim","Não","Liberado","Não","Sim","PEC","Não","Não","Não",168.915291392739
"Não","Sim","Não","Liberado","Não","Sim","PEC","Não","Não","Não",154.4540124402
"Sim","Não","Não","Liberado","Não","Sim","PEC","Não","Não","Não",138.06831208628
"Não","Não","Não","Liberado","Não","Sim","PEC","Não","Não","Não",124.527004191544
"Sim","Liberado","Não","Liberado","Não","Sim","PEC","Não","Não","Não",151.161141702742
"Não","Liberado","Não","Liberado","Não","Sim","PEC","Não","Não","Não",136.72613468395
"Sim","Sim","Liberado","Liberado","Não","Sim","PEC","Não","Não","Não",201.176165004671
"Não","Sim","Liberado","Liberado","Não","Sim","PEC","Não","Não","Não",189.895481557284
"Sim","Não","Liberado","Liberado","Não","Sim","PEC","Não","Não","Não",168.619252537083
"Não","Não","Liberado","Liberado","Não","Sim","PEC","Não","Não","Não",162.184744716642
"Sim","Liberado","Liberado","Liberado","Não","Sim","PEC","Não","Não","Não",179.208115532173
"Não","Liberado","Liberado","Liberado","Não","Sim","PEC","Não","Não","Não",173.423897394272
"Sim","Sim","Sim","Sim","Liberado","Sim","PEC","Não","Não","Não",258.264888989522
"Não","Sim","Sim","Sim","Liberado","Sim","PEC","Não","Não","Não",250.369101814456
"Sim","Não","Sim","Sim","Liberado","Sim","PEC","Não","Não","Não",215.78722256758
"Não","Não","Sim","Sim","Liberado","Sim","PEC","Não","Não","Não",214.957868637822
"Sim","Liberado","Sim","Sim","Liberado","Sim","PEC","Não","Não","Não",222.029353322611
"Não","Liberado","Sim","Sim","Liberado","Sim","PEC","Não","Não","Não",223.722179800618
"Sim","Sim","Não","Sim","Liberado","Sim","PEC","Não","Não","Não",197.982032635253
"Não","Sim","Não","Sim","Liberado","Sim","PEC","Não","Não","Não",188.106702787283
"Sim","Não","Não","Sim","Liberado","Sim","PEC","Não","Não","Não",166.208519051685
"Não","Não","Não","Sim","Liberado","Sim","PEC","Não","Não","Não",156.587348488603
"Sim","Liberado","Não","Sim","Liberado","Sim","PEC","Não","Não","Não",177.5313847216
"Não","Liberado","Não","Sim","Liberado","Sim","PEC","Não","Não","Não",168.427777155675
"Sim","Sim","Liberado","Sim","Liberado","Sim","PEC","Não","Não","Não",227.195548130209
"Não","Sim","Liberado","Sim","Liberado","Sim","PEC","Não","Não","Não",219.440410394592
"Sim","Não","Liberado","Sim","Liberado","Sim","PEC","Não","Não","Não",191.948701970307
"Não","Não","Liberado","Sim","Liberado","Sim","PEC","Não","Não","Não",188.170499590504
"Sim","Liberado","Liberado","Sim","Liberado","Sim","PEC","Não","Não","Não",201.622279395567
"Não","Liberado","Liberado","Sim","Liberado","Sim","PEC","Não","Não","Não",200.078189425577
"Sim","Sim","Sim","Não","Liberado","Sim","PEC","Não","Não","Não",219.928628909689
"Não","Sim","Sim","Não","Liberado","Sim","PEC","Não","Não","Não",205.472035444209
"Sim","Não","Sim","Não","Liberado","Sim","PEC","Não","Não","Não",182.747166667122
"Não","Não","Sim","Não","Liberado","Sim","PEC","Não","Não","Não",175.182408940304
"Sim","Liberado","Sim","Não","Liberado","Sim","PEC","Não","Não","Não",190.799964066464
"Não","Liberado","Sim","Não","Liberado","Sim","PEC","Não","Não","Não",183.914289294863
"Sim","Sim","Não","Não","Liberado","Sim","PEC","Não","Não","Não",152.159834078992
"Não","Sim","Não","Não","Liberado","Sim","PEC","Não","Não","Não",135.508918916389
"Sim","Não","Não","Não","Liberado","Sim","PEC","Não","Não","Não",121.501819908305
"Não","Não","Não","Não","Liberado","Sim","PEC","Não","Não","Não",105.263360289697
"Sim","Liberado","Não","Não","Liberado","Sim","PEC","Não","Não","Não",134.582905202423
"Não","Liberado","Não","Não","Liberado","Sim","PEC","Não","Não","Não",116.58710199562
"Sim","Sim","Liberado","Não","Liberado","Sim","PEC","Não","Não","Não",185.247027833626
"Não","Sim","Liberado","Não","Liberado","Sim","PEC","Não","Não","Não",172.013478354446
"Sim","Não","Liberado","Não","Liberado","Sim","PEC","Não","Não","Não",153.145026582006
"Não","Não","Liberado","Não","Liberado","Sim","PEC","Não","Não","Não",143.758010751464
"Sim","Liberado","Liberado","Não","Liberado","Sim","PEC","Não","Não","Não",164.156345254753
"Não","Liberado","Liberado","Não","Liberado","Sim","PEC","Não","Não","Não",155.645307975945
"Sim","Sim","Sim","Liberado","Liberado","Sim","PEC","Não","Não","Não",235.469606513335
"Não","Sim","Sim","Liberado","Liberado","Sim","PEC","Não","Não","Não",227.747067798993
"Sim","Não","Sim","Liberado","Liberado","Sim","PEC","Não","Não","Não",197.912632574315
"Não","Não","Sim","Liberado","Liberado","Sim","PEC","Não","Não","Não",197.276524519271
"Sim","Liberado","Sim","Liberado","Liberado","Sim","PEC","Não","Não","Não",205.533617153145
"Não","Liberado","Sim","Liberado","Liberado","Sim","PEC","Não","Não","Não",206.564809635735
"Sim","Sim","Não","Liberado","Liberado","Sim","PEC","Não","Não","Não",175.273727756376
"Não","Sim","Não","Liberado","Liberado","Sim","PEC","Não","Não","Não",166.33219469164
"Sim","Não","Não","Liberado","Liberado","Sim","PEC","Não","Não","Não",145.985948449916
"Não","Não","Não","Liberado","Liberado","Sim","PEC","Não","Não","Não",137.581419776318
"Sim","Liberado","Não","Liberado","Liberado","Sim","PEC","Não","Não","Não",158.606944733045
"Não","Liberado","Não","Liberado","Liberado","Sim","PEC","Não","Não","Não",150.143183602057
"Sim","Sim","Liberado","Liberado","Liberado","Sim","PEC","Não","Não","Não",206.030201368307
"Não","Sim","Liberado","Liberado","Liberado","Sim","PEC","Não","Não","Não",199.030400188653
"Sim","Não","Liberado","Liberado","Liberado","Sim","PEC","Não","Não","Não",174.124755567386
"Não","Não","Liberado","Liberado","Liberado","Sim","PEC","Não","Não","Não",171.678630014678
"Sim","Liberado","Liberado","Liberado","Liberado","Sim","PEC","Não","Não","Não",184.435685229143
"Não","Liberado","Liberado","Liberado","Liberado","Sim","PEC","Não","Não","Não",183.667649358974
"Sim","Sim","Sim","Sim","Sim","Não","PEC","Não","Não","Não",268.132143128087
"Não","Sim","Sim","Sim","Sim","Não","PEC","Não","Não","Não",256.418335373413
"Sim","Não","Sim","Sim","Sim","Não","PEC","Não","Não","Não",236.841029039347
"Não","Não","Sim","Sim","Sim","Não","PEC","Não","Não","Não",230.74767040482
"Sim","Liberado","Sim","Sim","Sim","Não","PEC","Não","Não","Não",244.174668350753
"Não","Liberado","Sim","Sim","Sim","Não","PEC","Não","Não","Não",240.832512468312
"Sim","Sim","Não","Sim","Sim","Não","PEC","Não","Não","Não",207.568350185674
"Não","Sim","Não","Sim","Sim","Não","PEC","Não","Não","Não",198.586593383778
"Sim","Não","Não","Sim","Sim","Não","PEC","Não","Não","Não",178.871360199611
"Não","Não","Não","Sim","Sim","Não","PEC","Não","Não","Não",168.903628896236
"Sim","Liberado","Não","Sim","Sim","Não","PEC","Não","Não","Não",191.870410197761
"Não","Liberado","Não","Sim","Sim","Não","PEC","Não","Não","Não",183.493941891542
"Sim","Sim","Liberado","Sim","Sim","Não","PEC","Não","Não","Não",234.360634189219
"Não","Sim","Liberado","Sim","Sim","Não","PEC","Não","Não","Não",225.287333957683
"Sim","Não","Liberado","Sim","Sim","Não","PEC","Não","Não","Não",206.961156728087
"Não","Não","Liberado","Sim","Sim","Não","PEC","Não","Não","Não",200.542220281317
"Sim","Liberado","Liberado","Sim","Sim","Não","PEC","Não","Não","Não",218.413594460725
"Não","Liberado","Liberado","Sim","Sim","Não","PEC","Não","Não","Não",214.973916577613
"Sim","Sim","Sim","Não","Sim","Não","PEC","Não","Não","Não",225.181320913357
"Não","Sim","Sim","Não","Sim","Não","PEC","Não","Não","Não",211.510867390676
"Sim","Não","Sim","Não","Sim","Não","PEC","Não","Não","Não",191.063080263739
"Não","Não","Sim","Não","Sim","Não","PEC","Não","Não","Não",182.455077733442
"Sim","Liberado","Sim","Não","Sim","Não","PEC","Não","Não","Não",203.003499147207
"Não","Liberado","Sim","Não","Sim","Não","PEC","Não","Não","Não",196.706059059306
"Sim","Sim","Não","Não","Sim","Não","PEC","Não","Não","Não",162.926254379499
"Não","Sim","Não","Não","Sim","Não","PEC","Não","Não","Não",152.095010351517
"Sim","Não","Não","Não","Sim","Não","PEC","Não","Não","Não",127.207736624837
"Não","Não","Não","Não","Sim","Não","PEC","Não","Não","Não",114.14808198733
"Sim","Liberado","Não","Não","Sim","Não","PEC","Não","Não","Não",145.172832219792
"Não","Liberado","Não","Não","Sim","Não","PEC","Não","Não","Não",132.849989549647
"Sim","Sim","Liberado","Não","Sim","Não","PEC","Não","Não","Não",192.908849092842
"Não","Sim","Liberado","Não","Sim","Não","PEC","Não","Não","Não",182.799442717215
"Sim","Não","Liberado","Não","Sim","Não","PEC","Não","Não","Não",160.561759953658
"Não","Não","Liberado","Não","Sim","Não","PEC","Não","Não","Não",152.615238844027
"Sim","Liberado","Liberado","Não","Sim","Não","PEC","Não","Não","Não",176.233885194865
"Não","Liberado","Liberado","Não","Sim","Não","PEC","Não","Não","Não",170.873788790815
"Sim","Sim","Sim","Liberado","Sim","Não","PEC","Não","Não","Não",241.586960461897
"Não","Sim","Sim","Liberado","Sim","Não","PEC","Não","Não","Não",233.065877471353
"Sim","Não","Sim","Liberado","Sim","Não","PEC","Não","Não","Não",209.74742196864
"Não","Não","Sim","Liberado","Sim","Não","PEC","Não","Não","Não",206.895528369377
"Sim","Liberado","Sim","Liberado","Sim","Não","PEC","Não","Não","Não",219.139847079214
"Não","Liberado","Sim","Liberado","Sim","Não","PEC","Não","Não","Não",218.746633504764
"Sim","Sim","Não","Liberado","Sim","Não","PEC","Não","Não","Não",186.086454522696
"Não","Sim","Não","Liberado","Sim","Não","PEC","Não","Não","Não",180.819816045536
"Sim","Não","Não","Liberado","Sim","Não","PEC","Não","Não","Não",155.067275928327
"Não","Não","Não","Liberado","Sim","Não","PEC","Não","Não","Não",148.921108055937
"Sim","Liberado","Não","Liberado","Sim","Não","PEC","Não","Não","Não",170.514667281201
"Não","Liberado","Não","Liberado","Sim","Não","PEC","Não","Não","Não",165.772966951421
"Sim","Sim","Liberado","Liberado","Sim","Não","PEC","Não","Não","Não",213.645051599834
"Não","Sim","Liberado","Liberado","Sim","Não","PEC","Não","Não","Não",208.322916712138
"Sim","Não","Liberado","Liberado","Sim","Não","PEC","Não","Não","Não",184.729965530396
"Não","Não","Liberado","Liberado","Sim","Não","PEC","Não","Não","Não",182.562534698599
"Sim","Liberado","Liberado","Liberado","Sim","Não","PEC","Não","Não","Não",197.637577951091
"Não","Liberado","Liberado","Liberado","Sim","Não","PEC","Não","Não","Não",198.18338295568
"Sim","Sim","Sim","Sim","Não","Não","PEC","Não","Não","Não",239.579413133352
"Não","Sim","Sim","Sim","Não","Não","PEC","Não","Não","Não",225.970142408503
"Sim","Não","Sim","Sim","Não","Não","PEC","Não","Não","Não",207.669793844699
"Não","Não","Sim","Sim","Não","Não","PEC","Não","Não","Não",199.107277360828
"Sim","Liberado","Sim","Sim","Não","Não","PEC","Não","Não","Não",214.77717417568
"Não","Liberado","Sim","Sim","Não","Não","PEC","Não","Não","Não",208.495771432907
"Sim","Sim","Não","Sim","Não","Não","PEC","Não","Não","Não",173.713185046024
"Não","Sim","Não","Sim","Não","Não","PEC","Não","Não","Não",156.964828285718
"Sim","Não","Não","Sim","Não","Não","PEC","Não","Não","Não",143.518545792229
"Não","Não","Não","Sim","Não","Não","PEC","Não","Não","Não",125.709798533263
"Sim","Liberado","Não","Sim","Não","Não","PEC","Não","Não","Não",156.733206107839
"Não","Liberado","Não","Sim","Não","Não","PEC","Não","Não","Não",139.125631369839
"Sim","Sim","Liberado","Sim","Não","Não","PEC","Não","Não","Não",205.693545507777
"Não","Sim","Liberado","Sim","Não","Não","PEC","Não","Não","Não",192.18811749577
"Sim","Não","Liberado","Sim","Não","Não","PEC","Não","Não","Não",177.548460693313
"Não","Não","Liberado","Sim","Não","Não","PEC","Não","Não","Não",166.485258729761
"Sim","Liberado","Liberado","Sim","Não","Não","PEC","Não","Não","Não",189.423999863835
"Não","Liberado","Liberado","Sim","Não","Não","PEC","Não","Não","Não",179.956043643429
"Sim","Sim","Sim","Não","Não","Não","PEC","Não","Não","Não",196.90372911941
"Não","Sim","Sim","Não","Não","Não","PEC","Não","Não","Não",175.643250252294
"Sim","Não","Sim","Não","Não","Não","PEC","Não","Não","Não",163.247493946832
"Não","Não","Sim","Não","Não","Não","PEC","Não","Não","Não",146.562805147383
"Sim","Liberado","Sim","Não","Não","Não","PEC","Não","Não","Não",174.361165949349
"Não","Liberado","Sim","Não","Não","Não","PEC","Não","Não","Não",158.622360105116
"Sim","Sim","Não","Não","Não","Não","PEC","Não","Não","Não",119.594778359911
"Não","Sim","Não","Não","Não","Não","PEC","Não","Não","Não",93.3340217092433
"Sim","Não","Não","Não","Não","Não","PEC","Não","Não","Não",83.431684953282
"Não","Não","Não","Não","Não","Não","PEC","Não","Não","Não",55.1421618408373
"Sim","Liberado","Não","Não","Não","Não","PEC","Não","Não","Não",99.7628149203193
"Não","Liberado","Não","Não","Não","Não","PEC","Não","Não","Não",69.958896632379
"Sim","Sim","Liberado","Não","Não","Não","PEC","Não","Não","Não",159.390784831462
"Não","Sim","Liberado","Não","Não","Não","PEC","Não","Não","Não",139.016209890706
"Sim","Não","Liberado","Não","Não","Não","PEC","Não","Não","Não",127.02902486198
"Não","Não","Liberado","Não","Não","Não","PEC","Não","Não","Não",108.550574262503
"Sim","Liberado","Liberado","Não","Não","Não","PEC","Não","Não","Não",142.14389697388
"Não","Liberado","Liberado","Não","Não","Não","PEC","Não","Não","Não",124.274424926137
"Sim","Sim","Sim","Liberado","Não","Não","PEC","Não","Não","Não",217.570861189378
"Não","Sim","Sim","Liberado","Não","Não","PEC","Não","Não","Não",204.056788925253
"Sim","Não","Sim","Liberado","Não","Não","PEC","Não","Não","Não",186.010025142858
"Não","Não","Sim","Liberado","Não","Não","PEC","Não","Não","Não",177.596704533701
"Sim","Liberado","Sim","Liberado","Não","Não","PEC","Não","Não","Não",195.108136705814
"Não","Liberado","Sim","Liberado","Não","Não","PEC","Não","Não","Não",188.223049967625
"Sim","Sim","Não","Liberado","Não","Não","PEC","Não","Não","Não",151.024544032692
"Não","Sim","Não","Liberado","Não","Não","PEC","Não","Não","Não",133.770778500066
"Sim","Não","Não","Liberado","Não","Não","PEC","Não","Não","Não",119.093305370773
"Não","Não","Não","Liberado","Não","Não","PEC","Não","Não","Não",100.905327779068
"Sim","Liberado","Não","Liberado","Não","Não","PEC","Não","Não","Não",134.144207041107
"Não","Liberado","Não","Liberado","Não","Não","PEC","Não","Não","Não",115.709273182489
"Sim","Sim","Liberado","Liberado","Não","Não","PEC","Não","Não","Não",185.651095944755
"Não","Sim","Liberado","Liberado","Não","Não","PEC","Não","Não","Não",172.457287822043
"Sim","Não","Liberado","Liberado","Não","Não","PEC","Não","Não","Não",156.653135581816
"Não","Não","Liberado","Liberado","Não","Não","PEC","Não","Não","Não",146.512293778691
"Sim","Liberado","Liberado","Liberado","Não","Não","PEC","Não","Não","Não",169.733604397012
"Não","Liberado","Liberado","Liberado","Não","Não","PEC","Não","Não","Não",160.597985609761
"Sim","Sim","Sim","Sim","Liberado","Não","PEC","Não","Não","Não",245.391609165098
"Não","Sim","Sim","Sim","Liberado","Não","PEC","Não","Não","Não",236.846874803885
"Sim","Não","Sim","Sim","Liberado","Não","PEC","Não","Não","Não",214.173639876445
"Não","Não","Sim","Sim","Liberado","Não","PEC","Não","Não","Não",210.932493089544
"Sim","Liberado","Sim","Sim","Liberado","Não","PEC","Não","Não","Não",220.828686874092
"Não","Liberado","Sim","Sim","Liberado","Não","PEC","Não","Não","Não",220.268520494956
"Sim","Sim","Não","Sim","Liberado","Não","PEC","Não","Não","Não",183.642166092755
"Não","Sim","Não","Sim","Liberado","Não","PEC","Não","Não","Não",173.464605075953
"Sim","Não","Não","Sim","Liberado","Não","PEC","Não","Não","Não",155.334440475324
"Não","Não","Não","Sim","Liberado","Não","PEC","Não","Não","Não",143.900188959861
"Sim","Liberado","Não","Sim","Liberado","Não","PEC","Não","Não","Não",168.196958366691
"Não","Liberado","Não","Sim","Liberado","Não","PEC","Não","Não","Não",157.661736515052
"Sim","Sim","Liberado","Sim","Liberado","Não","PEC","Não","Não","Não",212.556263617445
"Não","Sim","Liberado","Sim","Liberado","Não","PEC","Não","Não","Não",204.679208998711
"Sim","Não","Liberado","Sim","Liberado","Não","PEC","Não","Não","Não",185.097628802981
"Não","Não","Liberado","Sim","Liberado","Não","PEC","Não","Não","Não",179.647633566036
"Sim","Liberado","Liberado","Sim","Liberado","Não","PEC","Não","Não","Não",196.79903464017
"Não","Liberado","Liberado","Sim","Liberado","Não","PEC","Não","Não","Não",193.741951813037
"Sim","Sim","Sim","Não","Liberado","Não","PEC","Não","Não","Não",204.396067496266
"Não","Sim","Sim","Não","Liberado","Não","PEC","Não","Não","Não",190.212193511305
"Sim","Não","Sim","Não","Liberado","Não","PEC","Não","Não","Não",172.196248990355
"Não","Não","Sim","Não","Liberado","Não","PEC","Não","Não","Não",163.137498406394
"Sim","Liberado","Sim","Não","Liberado","Não","PEC","Não","Não","Não",182.160420992871
"Não","Liberado","Sim","Não","Liberado","Não","PEC","Não","Não","Não",173.980753364127
"Sim","Sim","Não","Não","Liberado","Não","PEC","Não","Não","Não",134.370524576385
"Não","Sim","Não","Não","Liberado","Não","PEC","Não","Não","Não",117.255344911617
"Sim","Não","Não","Não","Liberado","Não","PEC","Não","Não","Não",100.99656980612
"Não","Não","Não","Não","Liberado","Não","PEC","Não","Não","Não",82.003157012908
"Sim","Liberado","Não","Não","Liberado","Não","PEC","Não","Não","Não",116.810169603816
"Não","Liberado","Não","Não","Liberado","Não","PEC","Não","Não","Não",96.6362187779664
"Sim","Sim","Liberado","Não","Liberado","Não","PEC","Não","Não","Não",168.959642684244
"Não","Sim","Liberado","Não","Liberado","Não","PEC","Não","Não","Não",156.140176321947
"Sim","Não","Liberado","Não","Liberado","Não","PEC","Não","Não","Não",138.057466048096
"Não","Não","Liberado","Não","Liberado","Não","PEC","Não","Não","Não",127.493457360411
"Sim","Liberado","Liberado","Não","Liberado","Não","PEC","Não","Não","Não",152.610538159995
"Não","Liberado","Liberado","Não","Liberado","Não","PEC","Não","Não","Não",143.122508024045
"Sim","Sim","Sim","Liberado","Liberado","Não","PEC","Não","Não","Não",224.371190554457
"Não","Sim","Sim","Liberado","Liberado","Não","PEC","Não","Não","Não",216.612704653968
"Sim","Não","Sim","Liberado","Liberado","Não","PEC","Não","Não","Não",193.821104507937
"Não","Não","Sim","Liberado","Liberado","Não","PEC","Não","Não","Não",191.38620359575
"Sim","Liberado","Sim","Liberado","Liberado","Não","PEC","Não","Não","Não",202.18738273756
"Não","Liberado","Sim","Liberado","Liberado","Não","PEC","Não","Não","Não",201.578582363007
"Sim","Sim","Não","Liberado","Liberado","Não","PEC","Não","Não","Não",163.216158412756
"Não","Sim","Não","Liberado","Liberado","Não","PEC","Não","Não","Não",153.757060845856
"Sim","Não","Não","Liberado","Liberado","Não","PEC","Não","Não","Não",133.622766720534
"Não","Não","Não","Liberado","Liberado","Não","PEC","Não","Não","Não",123.089823761222
"Sim","Liberado","Não","Liberado","Liberado","Não","PEC","Não","Não","Não",148.395192633293
"Não","Liberado","Não","Liberado","Liberado","Não","PEC","Não","Não","Não",138.284483883257
"Sim","Sim","Liberado","Liberado","Liberado","Não","PEC","Não","Não","Não",194.064780721089
"Não","Sim","Liberado","Liberado","Liberado","Não","PEC","Não","Não","Não",187.133062658318
"Sim","Não","Liberado","Liberado","Liberado","Não","PEC","Não","Não","Não",165.99887035815
"Não","Não","Liberado","Liberado","Liberado","Não","PEC","Não","Não","Não",162.070951948299
"Sim","Liberado","Liberado","Liberado","Liberado","Não","PEC","Não","Não","Não",178.789205840013
"Não","Liberado","Liberado","Liberado","Liberado","Não","PEC","Não","Não","Não",176.698177112702
"Sim","Sim","Sim","Sim","Sim","Sim","PL","Não","Não","Não",267.0221630213
"Não","Sim","Sim","Sim","Sim","Sim","PL","Não","Não","Não",253.567912460061
"Sim","Não","Sim","Sim","Sim","Sim","PL","Não","Não","Não",238.481980105721
"Não","Não","Sim","Sim","Sim","Sim","PL","Não","Não","Não",231.057259858094
"Sim","Liberado","Sim","Sim","Sim","Sim","PL","Não","Não","Não",242.579666771704
"Não","Liberado","Sim","Sim","Sim","Sim","PL","Não","Não","Não",237.31187520024
"Sim","Sim","Não","Sim","Sim","Sim","PL","Não","Não","Não",212.749126060232
"Não","Sim","Não","Sim","Sim","Sim","PL","Não","Não","Não",204.630593556609
"Sim","Não","Não","Sim","Sim","Sim","PL","Não","Não","Não",187.169412436054
"Não","Não","Não","Sim","Sim","Sim","PL","Não","Não","Não",180.931372701402
"Sim","Liberado","Não","Sim","Sim","Sim","PL","Não","Não","Não",197.509684232857
"Não","Liberado","Não","Sim","Sim","Sim","PL","Não","Não","Não",191.852851817705
"Sim","Sim","Liberado","Sim","Sim","Sim","PL","Não","Não","Não",235.690887409842
"Não","Sim","Liberado","Sim","Sim","Sim","PL","Não","Não","Não",226.304130956005
"Sim","Não","Liberado","Sim","Sim","Sim","PL","Não","Não","Não",210.280630475678
"Não","Não","Liberado","Sim","Sim","Sim","PL","Não","Não","Não",205.147152559845
"Sim","Liberado","Liberado","Sim","Sim","Sim","PL","Não","Não","Não",217.328953610032
"Não","Liberado","Liberado","Sim","Sim","Sim","PL","Não","Não","Não",214.967764727387
"Sim","Sim","Sim","Não","Sim","Sim","PL","Não","Não","Não",227.42296283548
"Não","Sim","Sim","Não","Sim","Sim","PL","Não","Não","Não",212.597996064868
"Sim","Não","Sim","Não","Sim","Sim","PL","Não","Não","Não",200.186717645011
"Não","Não","Sim","Não","Sim","Sim","PL","Não","Não","Não",191.457802109086
"Sim","Liberado","Sim","Não","Sim","Sim","PL","Não","Não","Não",206.942321436381
"Não","Liberado","Sim","Não","Sim","Sim","PL","Não","Não","Não",199.574801963762
"Sim","Sim","Não","Não","Sim","Sim","PL","Não","Não","Não",172.65382520552
"Não","Sim","Não","Não","Sim","Sim","PL","Não","Não","Não",162.362292821831
"Sim","Não","Não","Não","Sim","Sim","PL","Não","Não","Não",144.899431311028
"Não","Não","Não","Não","Sim","Sim","PL","Não","Não","Não",136.74592986987
"Sim","Liberado","Não","Não","Sim","Sim","PL","Não","Não","Não",157.653369496454
"Não","Liberado","Não","Não","Sim","Sim","PL","Não","Não","Não",148.358288482903
"Sim","Sim","Liberado","Não","Sim","Sim","PL","Não","Não","Não",200.19011276365
"Não","Sim","Liberado","Não","Sim","Sim","PL","Não","Não","Não",189.526158244385
"Sim","Não","Liberado","Não","Sim","Sim","PL","Não","Não","Não",173.541920192255
"Não","Não","Liberado","Não","Sim","Sim","PL","Não","Não","Não",167.25658185062
"Sim","Liberado","Liberado","Não","Sim","Sim","PL","Não","Não","Não",183.234246743482
"Não","Liberado","Liberado","Não","Sim","Sim","PL","Não","Não","Não",178.694816728337
"Sim","Sim","Sim","Liberado","Sim","Sim","PL","Não","Não","Não",241.656381282091
