"gov","minoria","pmdb","psd","psdb","pt","PMDB","PSDB","PSD","PT","resultado"
"Sim","Sim","Liberado","Sim","Não","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.778
"Não","Sim","Liberado","Sim","Não","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.784
"Sim","Não","Liberado","Sim","Não","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.718
"Não","Não","Liberado","Sim","Não","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.74
"Sim","Liberado","Liberado","Sim","Não","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.79
"Não","Liberado","Liberado","Sim","Não","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.786
"Sim","Sim","Sim","Não","Não","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.702
"Não","Sim","Sim","Não","Não","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.654
"Sim","Não","Sim","Não","Não","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.67
"Não","Não","Sim","Não","Não","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.632
"Sim","Liberado","Sim","Não","Não","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.684
"Não","Liberado","Sim","Não","Não","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.632
"Sim","Sim","Não","Não","Não","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.43
"Não","Sim","Não","Não","Não","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.404
"Sim","Não","Não","Não","Não","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.37
"Não","Não","Não","Não","Não","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.34
"Sim","Liberado","Não","Não","Não","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.408
"Não","Liberado","Não","Não","Não","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.374
"Sim","Sim","Liberado","Não","Não","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.484
"Não","Sim","Liberado","Não","Não","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.442
"Sim","Não","Liberado","Não","Não","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.44
"Não","Não","Liberado","Não","Não","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.408
"Sim","Liberado","Liberado","Não","Não","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.476
"Não","Liberado","Liberado","Não","Não","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.434
"Sim","Sim","Sim","Liberado","Não","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.838
"Não","Sim","Sim","Liberado","Não","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.844
"Sim","Não","Sim","Liberado","Não","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.766
"Não","Não","Sim","Liberado","Não","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.794
"Sim","Liberado","Sim","Liberado","Não","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.828
"Não","Liberado","Sim","Liberado","Não","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.822
"Sim","Sim","Não","Liberado","Não","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.776
"Não","Sim","Não","Liberado","Não","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.768
"Sim","Não","Não","Liberado","Não","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.71
"Não","Não","Não","Liberado","Não","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.708
"Sim","Liberado","Não","Liberado","Não","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.79
"Não","Liberado","Não","Liberado","Não","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.766
"Sim","Sim","Liberado","Liberado","Não","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.79
"Não","Sim","Liberado","Liberado","Não","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.794
"Sim","Não","Liberado","Liberado","Não","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.73
"Não","Não","Liberado","Liberado","Não","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.75
"Sim","Liberado","Liberado","Liberado","Não","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.802
"Não","Liberado","Liberado","Liberado","Não","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.796
"Sim","Sim","Sim","Sim","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.872
"Não","Sim","Sim","Sim","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.868
"Sim","Não","Sim","Sim","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.8
"Não","Não","Sim","Sim","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.818
"Sim","Liberado","Sim","Sim","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.858
"Não","Liberado","Sim","Sim","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.838
"Sim","Sim","Não","Sim","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.808
"Não","Sim","Não","Sim","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.792
"Sim","Não","Não","Sim","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.744
"Não","Não","Não","Sim","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.734
"Sim","Liberado","Não","Sim","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.822
"Não","Liberado","Não","Sim","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.786
"Sim","Sim","Liberado","Sim","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.814
"Não","Sim","Liberado","Sim","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.81
"Sim","Não","Liberado","Sim","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.756
"Não","Não","Liberado","Sim","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.768
"Sim","Liberado","Liberado","Sim","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.828
"Não","Liberado","Liberado","Sim","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.81
"Sim","Sim","Sim","Não","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.736
"Não","Sim","Sim","Não","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.676
"Sim","Não","Sim","Não","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.704
"Não","Não","Sim","Não","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.654
"Sim","Liberado","Sim","Não","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.716
"Não","Liberado","Sim","Não","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.652
"Sim","Sim","Não","Não","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.524
"Não","Sim","Não","Não","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.472
"Sim","Não","Não","Não","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.468
"Não","Não","Não","Não","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.412
"Sim","Liberado","Não","Não","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.508
"Não","Liberado","Não","Não","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.448
"Sim","Sim","Liberado","Não","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.55
"Não","Sim","Liberado","Não","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.494
"Sim","Não","Liberado","Não","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.508
"Não","Não","Liberado","Não","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.462
"Sim","Liberado","Liberado","Não","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.546
"Não","Liberado","Liberado","Não","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.49
"Sim","Sim","Sim","Liberado","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.872
"Não","Sim","Sim","Liberado","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.868
"Sim","Não","Sim","Liberado","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.8
"Não","Não","Sim","Liberado","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.818
"Sim","Liberado","Sim","Liberado","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.858
"Não","Liberado","Sim","Liberado","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.838
"Sim","Sim","Não","Liberado","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.822
"Não","Sim","Não","Liberado","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.802
"Sim","Não","Não","Liberado","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.758
"Não","Não","Não","Liberado","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.744
"Sim","Liberado","Não","Liberado","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.836
"Não","Liberado","Não","Liberado","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.796
"Sim","Sim","Liberado","Liberado","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.826
"Não","Sim","Liberado","Liberado","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.82
"Sim","Não","Liberado","Liberado","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.768
"Não","Não","Liberado","Liberado","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.778
"Sim","Liberado","Liberado","Liberado","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.84
"Não","Liberado","Liberado","Liberado","Liberado","Não",0.889251750414757,0.586344896933132,0.666760710553814,0.789655172413793,0.82
